x1,x2,label
1.218094,-0.391600,1
-0.884005,0.149344,0
1.056361,-0.475980,1
0.706976,0.584219,0
0.769965,0.306472,0
1.597353,-0.474620,1
0.848048,-0.653198,1
-0.388279,0.772224,0
1.931899,0.131588,1
0.019846,0.847245,0
0.339431,-0.317111,1
0.214611,-0.188695,1
0.022019,0.190791,1
1.986442,0.217337,1
0.688388,0.866498,0
1.713879,-0.033664,1
0.065471,0.377889,1
1.337623,-0.301885,1
1.819831,0.526387,1
1.274610,-0.436255,1
0.963426,0.527328,0
-0.830677,0.471285,0
0.529412,1.022393,0
1.945898,0.431468,1
-0.129832,0.281784,1
-0.194663,0.974395,0
1.826215,-0.145169,1
-0.780516,0.441174,0
0.725676,-0.385061,1
-0.206574,1.047919,0
-0.025632,1.124698,0
0.042096,0.150531,1
0.174707,-0.192059,1
-1.007823,0.437815,0
1.760883,-0.210331,1
1.177661,-0.391332,1
0.259373,-0.079001,1
1.708573,-0.378469,1
-0.148415,0.746781,0
2.091666,0.506206,1
-0.151561,0.142575,1
0.853383,0.418755,0
0.697897,0.605169,0
0.114889,0.871413,0
0.794271,0.036006,0
0.791951,0.506193,0
0.945304,0.190926,0
0.246711,0.933486,0
0.938242,-0.321835,1
-0.354016,0.987796,0
1.733710,-0.178801,1
1.915734,-0.072249,1
1.322154,-0.445144,1
-0.002720,0.882044,0
1.520349,-0.292772,1
-0.400737,0.862727,0
0.308101,-0.353873,1
0.780465,0.932397,0
1.906412,0.378405,1
-0.940705,0.484957,0
1.988418,0.251267,1
-1.058047,0.241316,0
-0.540754,0.804920,0
0.763867,-0.540939,1
0.845407,0.367999,0
1.818629,-0.268480,1
-0.174489,-0.150095,1
1.230516,-0.459623,1
0.541043,-0.419600,1
0.249804,-0.263871,1
1.688755,-0.216508,1
0.602414,-0.329056,1
-0.260061,1.025244,0
0.678491,-0.342588,1
-0.294157,1.071846,0
-0.436670,0.976389,0
-0.682762,0.680210,0
-1.061037,0.175079,0
0.811455,0.678532,0
1.975447,0.437425,1
-0.914877,-0.067186,0
-0.652829,0.764370,0
0.047003,0.864574,0
0.089739,1.019575,0
1.351201,-0.486009,1
0.613043,-0.392830,1
-0.878606,-0.112676,0
0.537678,-0.336485,1
-0.737880,0.654292,0
-0.022928,0.354504,1
1.384675,-0.228130,1
0.602511,0.772265,0
-0.579723,0.734827,0
-0.677856,0.543540,0
2.009510,0.256800,1
0.826753,-0.540644,1
1.825907,0.166630,1
1.544740,-0.278605,1
0.556942,-0.200634,1
0.290366,0.835187,0
0.216320,1.037040,0
-0.963050,0.708098,0
-0.406572,0.847460,0
0.187225,0.899149,0
0.249987,-0.175852,1
0.976879,0.437273,0
1.033929,0.178672,0
0.051146,0.258421,1
0.734345,-0.369456,1
0.109695,0.209545,1
1.423626,-0.323018,1
0.302074,-0.019124,1
0.404180,0.856821,0
1.910263,-0.063880,1
-1.135510,-0.006429,0
1.377943,-0.393434,1
0.758289,0.454369,0
0.567734,0.875200,0
1.865733,0.048245,1
1.451489,-0.452125,1
0.686760,-0.377763,1
-0.388533,0.761861,0
0.524546,-0.310700,1
0.000730,0.942895,0
1.810562,-0.087693,1
0.981890,-0.468322,1
-0.289860,1.117735,0
0.814938,-0.491476,1
1.961688,0.340862,1
0.934891,0.230435,0
1.816553,-0.210227,1
1.098809,0.074922,0
-0.011223,0.182017,1
-0.563794,0.726564,0
2.007606,-0.027280,1
0.064901,0.343432,1
-0.618414,0.937077,0
2.010958,0.563541,1
-1.013381,0.244809,0
0.149557,0.263419,1
0.941543,0.226724,0
0.877857,0.141003,0
0.178077,1.106157,0
2.270926,0.265625,1
0.260831,1.010520,0
-0.614599,0.921402,0
0.949596,0.040046,0
0.391661,0.948177,0
0.097170,0.499289,1
1.120188,-0.541992,1
-0.504438,1.137573,0
0.763095,0.811715,0
-1.070414,0.363597,0
0.964830,0.483937,0
0.916676,0.379156,0
-0.090098,1.051415,0
0.909837,0.425065,0
2.031112,0.420506,1
1.081079,-0.474280,1
1.773671,-0.007711,1
-1.027996,0.617400,0
-0.561958,0.926755,0
0.044574,0.371981,1
1.947279,-0.123668,1
1.995552,-0.036817,1
0.843915,0.004234,0
0.674276,-0.467807,1
-1.003102,0.335794,0
0.884145,0.434234,0
-0.187532,1.046676,0
-0.541591,0.901833,0
1.800194,-0.243328,1
1.336888,-0.323869,1
-0.762567,0.719024,0
0.288569,-0.289471,1
-0.731670,0.607674,0
-1.011487,-0.046864,0
0.717509,0.721267,0
1.753091,-0.082774,1
0.010786,1.045249,0
-0.002892,0.464289,1
0.788303,0.350407,0
0.243378,0.984148,0
0.109141,-0.039537,1
0.900422,0.423069,0
1.316657,-0.494237,1
0.201014,-0.112469,1
1.291523,-0.255276,1
0.162354,1.028578,0
-0.297117,0.974418,0
0.259778,1.015691,0
0.689146,-0.412299,1
-0.745024,0.934748,0
-1.028025,0.339279,0
0.241696,0.964746,0
1.986852,0.339895,1
2.001285,0.208036,1
1.120111,-0.550825,1
0.104712,0.550699,1
-0.903674,0.282113,0
-0.521549,0.733345,0
-0.968965,0.091065,0
1.792114,-0.056489,1
-0.990264,0.587519,0
0.843756,0.013703,0
0.431154,0.768079,0
0.050100,0.174719,1
-0.822835,0.516366,0
-1.219188,0.038525,0
-0.878866,0.578621,0
1.133044,-0.485939,1
1.835187,0.037105,1
-0.362714,0.679391,0
0.345166,0.112086,1
1.985427,0.159648,1
0.062385,0.129790,1
0.151174,-0.002551,1
0.014415,0.217213,1
0.040178,-0.086568,1
0.832701,-0.526161,1
-1.140104,0.355280,0
-0.806905,0.362883,0
0.074614,0.832172,0
-0.614879,0.782987,0
0.768134,-0.435749,1
0.418567,0.994488,0
0.894890,0.383390,0
0.736152,0.795165,0
-0.382439,0.952240,0
0.354705,-0.207505,1
1.292886,-0.446653,1
-0.027681,0.502354,1
-0.500032,0.705530,0
-0.881176,0.057936,0
0.732447,-0.395630,1
0.744159,0.672781,0
0.791700,-0.513498,1
-0.195631,0.843154,0
0.851678,-0.563251,1
0.534334,-0.349554,1
1.052436,-0.073491,0
-0.441956,0.958985,0
0.852003,-0.300393,1
-0.110234,0.235173,1
1.842969,-0.385583,1
0.051664,0.299687,1
-0.948969,0.060834,0
-0.969970,0.371762,0
0.566430,0.993713,0
0.736261,0.654804,0
-0.951649,0.670286,0
-0.988920,0.405983,0
-0.005544,0.158683,1
1.746942,-0.064918,1
0.781538,0.606921,0
2.032604,0.142027,1
0.464279,1.120225,0
-0.270896,0.864781,0
1.862693,0.085685,1
0.881069,0.593557,0
-0.248669,0.897973,0
0.579674,0.797317,0
-0.404103,0.958010,0
-0.732231,0.424154,0
-0.331821,0.764788,0
0.563042,0.646693,0
-0.880397,0.538437,0
0.131698,0.140069,1
0.585118,0.773768,0
-1.005539,0.339791,0
0.563041,0.916827,0
0.877443,0.086396,0
1.076983,-0.512963,1
0.356976,1.008208,0
-0.850404,0.483221,0
1.817026,-0.412054,1
0.569023,0.877424,0
0.748619,-0.461166,1
0.597581,0.818033,0
0.419363,1.002873,0
1.056131,0.097725,0
0.920960,-0.523234,1
-1.110064,0.096525,0
0.792576,0.574889,0
1.852136,-0.014411,1
1.366703,-0.401388,1
0.318826,0.967366,0
0.546422,0.844242,0
1.011817,-0.458020,1
0.060258,0.896011,0
0.235435,0.988201,0
1.707455,-0.025083,1
-0.288827,0.529327,1
0.702436,0.659306,0
2.052406,0.315118,1
1.056984,-0.446409,1
0.326142,0.912412,0
0.910505,0.214177,0
0.632786,-0.514485,1
0.807853,0.565957,0
0.151157,-0.098990,1
0.785061,0.436548,0
-0.779983,0.786727,0
-1.040695,0.330310,0
1.034350,-0.399948,1
1.949210,0.370305,1
1.109387,0.118859,0
-0.891910,0.276325,0
0.027004,0.239493,1
-0.020171,0.304548,1
0.349801,-0.256072,1
0.668536,-0.551436,1
1.796823,0.053324,1
-0.724807,1.054808,0
0.829588,0.311587,0
0.117793,0.369653,1
-0.225200,0.354943,1
1.791360,-0.204750,1
1.225509,-0.459690,1
0.023071,0.883754,0
1.252375,-0.451725,1
0.745038,-0.377102,1
0.728768,-0.289605,1
1.524015,-0.288166,1
-0.057635,0.403758,1
-1.066017,0.327832,0
1.002450,0.285294,0
0.761601,-0.467499,1
-0.971235,0.055080,0
0.010000,0.214726,1
-1.012998,0.270875,0
-0.606080,0.854416,0
0.821409,0.455486,0
0.955412,0.303886,0
0.276099,-0.175606,1
-0.080469,1.121100,0
-0.346903,0.924881,0
-0.612792,0.675054,0
-0.547295,0.913735,0
-1.021915,0.271283,0
-0.032907,1.163873,0
1.071728,0.134820,0
0.326915,0.946974,0
-0.623061,0.713339,0
1.677031,-0.304558,1
0.077074,-0.357186,1
0.224009,1.000885,0
0.052610,0.028923,1
2.004426,0.301979,1
0.295093,-0.229753,1
0.070277,0.247055,1
0.214082,-0.074990,1
0.451931,-0.256868,1
0.535261,0.968278,0
0.388868,-0.311508,1
0.569406,-0.383211,1
0.130366,-0.018552,1
1.782789,-0.154859,1
-0.782415,0.469715,0
0.567507,0.927704,0
0.239485,1.107499,0
0.145330,-0.239221,1
1.934446,-0.095313,1
0.547474,-0.284274,1
-0.772676,0.751569,0
-0.878754,0.518791,0
0.976269,0.356545,0
0.886232,0.610631,0
0.210440,-0.218630,1
2.043502,0.407687,1
-0.825098,0.522610,0
0.820992,0.754451,0
0.608322,0.547037,0
-0.915094,0.411591,0
-0.069358,0.133843,1
-0.906338,0.295224,0
-1.013605,0.682503,0
1.005004,0.472274,0
2.023774,0.021826,1
0.865195,0.447885,0
-0.296638,0.825741,0
2.010248,0.362008,1
2.067960,0.217091,1
2.077999,0.191977,1
0.148177,-0.031166,1
0.165864,0.078619,1
0.345996,-0.208250,1
0.924719,0.626062,0
0.720247,0.149292,0
-0.840191,0.515359,0
-0.062821,0.280206,1
1.011585,0.130878,0
0.984228,0.319028,0
-0.293696,0.769667,0
0.461400,0.894283,0
-0.885180,-0.017831,0
1.834718,-0.393010,1
0.055413,-0.038569,1
0.899829,-0.616610,1
0.755499,0.665947,0
-1.085830,0.460612,0
0.538395,0.880888,0
-0.977529,0.379567,0
-0.885761,0.638141,0
1.576795,-0.230936,1
1.761322,-0.209623,1
0.289144,-0.421880,1
0.530776,0.975437,0
-0.757716,0.499183,0
1.889943,-0.083461,1
1.305804,-0.450582,1
1.872370,0.167679,1
0.634717,-0.438283,1
-0.828996,0.574818,0
1.933196,0.389387,1
0.956836,-0.501357,1
-0.037036,0.885783,0
-0.147802,0.160372,1
-0.487960,0.867320,0
1.065785,0.103971,0
-0.462981,0.831604,0
1.141949,-0.590486,1
0.061230,1.041755,0
0.296106,1.144583,0
2.002930,0.434228,1
0.909581,0.106538,0
-0.664054,0.729327,0
0.561480,-0.409932,1
1.747480,0.002753,1
-0.568991,0.857258,0
-0.871803,0.596305,0
0.042842,0.101502,1
1.375182,-0.370773,1
0.243752,1.158454,0
0.493633,-0.333525,1
0.762356,0.559999,0
0.205654,0.148607,1
0.845027,0.409267,0
0.217909,-0.134511,1
-0.286404,0.925460,0
1.676661,-0.405013,1
-1.062042,0.407398,0
0.534804,0.872195,0
0.922325,0.451640,0
0.871436,-0.566059,1
-0.936510,0.415647,0
0.280244,0.925434,0
-0.031107,1.041395,0
0.215838,0.939576,0
-1.180224,0.095543,0
0.777010,0.808620,0
2.057305,0.208370,1
0.079392,0.405340,1
1.335721,-0.377369,1
0.257933,0.023552,1
0.784901,0.669874,0
0.718413,0.715443,0
-1.041283,0.111388,0
0.681541,-0.361309,1
0.916345,0.234887,0
1.581713,-0.235007,1
1.872860,0.003371,1
-0.631223,0.730669,0
-0.089703,0.988722,0
1.073230,0.428809,0
-0.705157,0.784601,0
0.339699,0.915018,0
2.179292,0.522396,1
1.426715,-0.302154,1
0.942207,-0.465971,1
0.095897,1.031469,0
-0.968857,0.149777,0
0.531434,-0.261408,1
-0.345544,0.717705,0
-0.594563,0.937882,0
2.033077,0.209743,1
0.534816,0.765348,0
0.644166,0.500793,0
1.304138,-0.348007,1
0.799017,0.434001,0
-0.616772,0.917620,0
1.902804,0.075623,1
0.663542,0.700577,0
-0.863912,0.069427,0
-0.848483,0.641230,0
0.243088,-0.130466,1
-0.291835,1.004359,0
0.799243,0.131919,0
1.468767,-0.562329,1
1.324586,-0.400923,1
1.238824,-0.349516,1
-0.809625,0.612402,0
-0.069622,0.284171,1
0.101579,-0.413347,1
0.985601,0.347024,0
0.477320,0.885660,0
0.009574,0.905342,0
1.452158,-0.338171,1
0.460117,-0.293058,1
1.047925,-0.467901,1
1.720060,-0.328300,1
0.631609,0.785983,0
-0.199953,0.907682,0
0.108131,-0.089747,1
-0.095639,0.049499,1
0.798451,-0.421239,1
1.099289,0.020429,0
0.739851,0.806966,0
-0.350512,0.919071,0
0.038811,0.934467,0
0.458316,-0.381878,1
1.902442,0.285033,1
0.400652,1.047005,0
0.775668,0.726590,0
0.320361,0.101653,1
0.033534,-0.187702,1
0.571133,0.870588,0
-0.230001,0.970896,0
1.270294,-0.609517,1
0.888276,-0.297301,1
0.732493,-0.407828,1
0.508441,-0.415661,1
1.966424,0.134142,1
0.048145,0.407510,1
2.143452,0.466818,1
1.189224,0.290239,0
1.833167,-0.055219,1
0.506037,0.614392,0
1.574391,-0.509465,1
0.519547,0.756334,0
0.905498,0.033621,0
-0.018096,0.431489,1
1.063133,0.239866,0
2.032517,0.597717,1
1.969537,0.118983,1
-0.073459,0.386270,1
1.867918,0.235264,1
-0.982500,-0.096887,0
-0.211204,1.085456,0
0.763069,-0.545689,1
1.581473,-0.380558,1
0.236771,0.969980,0
1.063835,0.316093,0
2.052260,0.166228,1
-0.910294,0.319024,0
1.883856,0.236663,1
-0.743265,0.530319,0
0.039891,0.960995,0
1.125131,0.181749,0
2.028370,0.270744,1
-0.583352,0.823928,0
-0.864599,0.014354,0
2.000447,0.375789,1
1.629499,-0.242759,1
0.723279,-0.533729,1
1.375017,-0.403170,1
0.610160,0.891008,0
1.415524,-0.218008,1
1.745582,-0.122502,1
0.047276,0.565674,1
2.166238,0.237700,1
1.391006,-0.483756,1
0.094581,0.166230,1
2.033822,0.354937,1
0.341507,0.782745,0
1.656758,0.075040,1
0.734574,0.895400,0
1.219903,-0.299693,1
1.973961,0.340788,1
0.938179,-0.542416,1
0.770552,0.627189,0
0.006145,1.110407,0
0.607351,-0.497349,1
0.908042,0.485623,0
-1.044718,0.598819,0
-0.686682,0.436427,0
0.998551,-0.614662,1
0.143580,-0.062938,1
1.180630,-0.440695,1
0.421393,-0.419490,1
0.551858,0.645553,0
0.935501,0.350417,0
0.605102,0.904193,0
-0.976813,0.419636,0
1.995660,-0.037357,1
0.282719,0.846387,0
0.612554,-0.313568,1
1.533327,-0.208916,1
0.972276,-0.584246,1
0.872586,-0.036159,0
1.360264,-0.385793,1
1.070567,0.042240,0
-0.973726,0.180786,0
0.398327,-0.080384,1
0.007153,1.089704,0
-0.134422,1.056545,0
0.933175,-0.627340,1
0.095238,0.010967,1
0.132694,-0.175181,1
0.916635,-0.317025,1
1.741432,-0.100737,1
-0.145165,1.084222,0
0.217909,-0.255750,1
-0.295959,0.994669,0
-0.834669,0.614552,0
0.441451,0.725851,0
1.304000,-0.543295,1
0.387982,-0.513610,1
2.041224,-0.165462,1
0.168534,0.156695,1
1.798904,-0.003720,1
-0.881022,0.048753,0
0.587926,0.899266,0
0.839794,0.814335,0
1.011047,-0.506944,1
2.004947,0.194961,1
0.892946,-0.572524,1
0.575102,-0.395182,1
-0.670579,0.745405,0
-1.027986,0.310374,0
-0.406129,0.960707,0
0.431355,0.861762,0
0.784565,0.817519,0
1.664920,-0.250141,1
0.145687,-0.107568,1
0.539354,0.781108,0
1.802843,0.081474,1
0.305438,0.891027,0
0.237045,-0.147109,1
-0.181640,1.043663,0
-0.316783,0.940788,0
-0.666465,0.584012,0
0.701322,0.703010,0
0.390408,0.842674,0
0.194809,0.879274,0
-0.839866,0.311681,0
0.006541,1.069831,0
-0.891229,0.567873,0
1.758267,0.077329,1
1.105319,-0.492929,1
1.668140,0.067689,1
1.427200,-0.325083,1
1.762326,-0.047760,1
0.906685,0.596735,0
0.284584,-0.240576,1
-0.929788,0.651651,0
1.299838,-0.420559,1
1.152364,-0.354712,1
0.793275,-0.489309,1
1.783089,0.073624,1
0.007509,0.978812,0
0.402330,-0.370374,1
1.800771,-0.002999,1
1.111248,-0.603163,1
1.262412,-0.324840,1
1.848523,-0.060390,1
0.362431,-0.252580,1
1.808735,-0.274591,1
1.050098,-0.403319,1
-0.780060,0.728517,0
1.979032,0.529001,1
0.158483,0.310559,1
-0.057729,0.912296,0
1.442878,-0.398953,1
-1.039607,0.462943,0
-0.979491,-0.009582,0
0.717718,0.662108,0
0.680760,-0.445437,1
-0.173299,0.995626,0
1.539205,-0.251033,1
0.077993,-0.265491,1
0.649168,-0.412349,1
-0.741186,0.760902,0
1.956527,0.597299,1
1.522694,-0.298655,1
0.200788,1.154835,0
1.147443,-0.516924,1
0.681058,-0.313827,1
-0.304771,0.774183,0
0.558390,-0.378821,1
-0.827854,0.516639,0
1.716705,-0.235134,1
0.573390,-0.455767,1
-0.783726,0.662243,0
-0.075292,0.734688,0
1.043278,-0.740389,1
0.295243,-0.215550,1
0.379700,-0.242803,1
-0.001397,1.000771,0
-0.609493,0.626927,0
-0.737077,0.817154,0
0.136084,1.006364,0
2.056442,0.140203,1
1.178853,-0.393120,1
-0.886720,0.034024,0
-0.508987,0.885140,0
-0.226854,0.374897,1
0.319507,-0.285578,1
1.922834,0.344822,1
2.068896,0.056982,1
1.760432,-0.061975,1
0.321473,-0.175889,1
1.595860,-0.352409,1
1.264278,-0.503590,1
0.422418,-0.390691,1
