92,6.1,3.0,4.6,1.4,Iris-versicolor
11,5.4,3.7,1.5,0.2,Iris-setosa
110,7.2,3.6,6.1,2.5,Iris-virginica
107,4.9,2.5,4.5,1.7,Iris-virginica
145,6.7,3.3,5.7,2.5,Iris-virginica
102,5.8,2.7,5.1,1.9,Iris-virginica
143,5.8,2.7,5.1,1.9,Iris-virginica
80,5.7,2.6,3.5,1.0,Iris-versicolor
40,5.1,3.4,1.5,0.2,Iris-setosa
133,6.4,2.8,5.6,2.2,Iris-virginica
105,6.5,3.0,5.8,2.2,Iris-virginica
47,5.1,3.8,1.6,0.2,Iris-setosa
132,7.9,3.8,6.4,2.0,Iris-virginica
142,6.9,3.1,5.1,2.3,Iris-virginica
88,6.3,2.3,4.4,1.3,Iris-versicolor
149,6.2,3.4,5.4,2.3,Iris-virginica
83,5.8,2.7,3.9,1.2,Iris-versicolor
16,5.7,4.4,1.5,0.4,Iris-setosa
146,6.7,3.0,5.2,2.3,Iris-virginica
60,5.2,2.7,3.9,1.4,Iris-versicolor
73,6.3,2.5,4.9,1.5,Iris-versicolor
86,6.0,3.4,4.5,1.6,Iris-versicolor
6,5.4,3.9,1.7,0.4,Iris-setosa
27,5.0,3.4,1.6,0.4,Iris-setosa
67,5.6,3.0,4.5,1.5,Iris-versicolor
126,7.2,3.2,6.0,1.8,Iris-virginica
140,6.9,3.1,5.4,2.1,Iris-virginica
12,4.8,3.4,1.6,0.2,Iris-setosa
